; DOASIS Fit Result File
; Date and Time of Creation: 2/14/2017 17:01:40
; DOASIS Version: 3.2.5029
; Fit Scenario File Name: D:\Car-MAX-DOAS\JS\NO2_O4(405-450nm)_Diff.fs
; 
; 
Fit Coefficient (NO2_298K_(425-490nm))	Fit Coefficient Error (NO2_298K_(425-490nm))	Shift (NO2_298K_(425-490nm))	Shift Error (NO2_298K_(425-490nm))	Squeeze (NO2_298K_(425-490nm))	Squeeze Error (NO2_298K_(425-490nm))	Quadratic Squeeze (NO2_298K_(425-490nm))	Quadratic Squeeze Error (NO2_298K_(425-490nm))	Cubic Squeeze (NO2_298K_(425-490nm))	Cubic Squeeze Error (NO2_298K_(425-490nm))	Fit Coefficient (NO2_220K_(425-490nm))	Fit Coefficient Error (NO2_220K_(425-490nm))	Shift (NO2_220K_(425-490nm))	Shift Error (NO2_220K_(425-490nm))	Squeeze (NO2_220K_(425-490nm))	Squeeze Error (NO2_220K_(425-490nm))	Quadratic Squeeze (NO2_220K_(425-490nm))	Quadratic Squeeze Error (NO2_220K_(425-490nm))	Cubic Squeeze (NO2_220K_(425-490nm))	Cubic Squeeze Error (NO2_220K_(425-490nm))	Fit Coefficient (O3_223K_(425-490nm))	Fit Coefficient Error (O3_223K_(425-490nm))	Shift (O3_223K_(425-490nm))	Shift Error (O3_223K_(425-490nm))	Squeeze (O3_223K_(425-490nm))	Squeeze Error (O3_223K_(425-490nm))	Quadratic Squeeze (O3_223K_(425-490nm))	Quadratic Squeeze Error (O3_223K_(425-490nm))	Cubic Squeeze (O3_223K_(425-490nm))	Cubic Squeeze Error (O3_223K_(425-490nm))	Fit Coefficient (O4_293K_(425-490nm))	Fit Coefficient Error (O4_293K_(425-490nm))	Shift (O4_293K_(425-490nm))	Shift Error (O4_293K_(425-490nm))	Squeeze (O4_293K_(425-490nm))	Squeeze Error (O4_293K_(425-490nm))	Quadratic Squeeze (O4_293K_(425-490nm))	Quadratic Squeeze Error (O4_293K_(425-490nm))	Cubic Squeeze (O4_293K_(425-490nm))	Cubic Squeeze Error (O4_293K_(425-490nm))	Fit Coefficient (H2O_(425-490nm))	Fit Coefficient Error (H2O_(425-490nm))	Shift (H2O_(425-490nm))	Shift Error (H2O_(425-490nm))	Squeeze (H2O_(425-490nm))	Squeeze Error (H2O_(425-490nm))	Quadratic Squeeze (H2O_(425-490nm))	Quadratic Squeeze Error (H2O_(425-490nm))	Cubic Squeeze (H2O_(425-490nm))	Cubic Squeeze Error (H2O_(425-490nm))	Fit Coefficient (Ring_(425-490nm))	Fit Coefficient Error (Ring_(425-490nm))	Shift (Ring_(425-490nm))	Shift Error (Ring_(425-490nm))	Squeeze (Ring_(425-490nm))	Squeeze Error (Ring_(425-490nm))	Quadratic Squeeze (Ring_(425-490nm))	Quadratic Squeeze Error (Ring_(425-490nm))	Cubic Squeeze (Ring_(425-490nm))	Cubic Squeeze Error (Ring_(425-490nm))	Chi Square	Delta	RMS	FitSteps	Poly. Coeff. 0	Poly. Coeff. Error 0	Poly. Coeff. 1	Poly. Coeff. Error 1	Poly. Coeff. 2	Poly. Coeff. Error 2	Poly. Coeff. 3	Poly. Coeff. Error 3	Poly. Coeff. 4	Poly. Coeff. Error 4	Poly. Coeff. 5	Poly. Coeff. Error 5	Add. Poly. Coeff. 0	Add. Poly. Coeff. Error 0	AzimuthAngle	Delta	Deviation	ElevationAngle	ExposureTime	FileName	Latitude	Longitude	Name	NumScans	Pressure	ScanGeometry	StartDateAndTime	StopDateAndTime	TemperatureAmbient	TimeZoneOffset	UserParam1	UserParam2	UserParam3	UserParam4	UserParam5	UserParam6	UserParam7	UserParam8	Variance
1.69144880370803E+16	6.39733370362574E+15	0.20192407210055	0.224853765265094	0.994028971090808	0.00722395500627449	0	0	0	0	-1.39576726210168E+16	2.23934194714524E+16	0.20192407210055	0.224853765265094	0.994028971090808	0.00722395500627449	0	0	0	0	-1.12739995577602E+20	1.58807507781432E+19	0.20192407210055	0.224853765265094	0.994028971090808	0.00722395500627449	0	0	0	0	8.13855865808451E+43	3.0062425586426E+43	0.20192407210055	0.224853765265094	0.994028971090808	0.00722395500627449	0	0	0	0	1.13023930567281E+22	5.22919467283854E+22	0.20192407210055	0.224853765265094	0.994028971090808	0.00722395500627449	0	0	0	0	6.47378277847971E+25	4.93748756239099E+24	-0.0792055380480512	0.0178506421503536	0.999834827627568	0.000747943298336738	0	0	0	0	0.0109345520789606	0.027996086908214	0.0037052503413676	17	-1417.72359288412	376.995933573594	11.6761116285476	4.27191957817676	-0.0320343190538974	0.0198587250620764	2.3015287367898E-05	4.73881111047837E-05	3.2655887378047E-08	5.78733390737809E-08	-4.25827595158567E-11	2.87746476798543E-11	2.22946313995001E-05	0.000171846251289942	0	0.193939920717837	0.0574171906979049	0	1503.59857999361	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000475	31.8605785369873	117.116409301758	Meas	13	0	SAZ: 94.5976935774232 SZA: 108.461066035839 LAZ: 254.871412530368 LAZ: 56.4768405260354 Date: 2/13/2017 05:31:18 Lat.: 31.8605785369873 Lon.: 117.116409301758 TimeZoneOffset: 08:00:00	2017-02-13 05:31:18	2017-02-13 05:31:38	0	08:00:00	1.0604350242186318	0.003506441229553518	30.0528		02/13/2017 05:30:51	02/13/2017 05:31:11	90.3528		0.00329673378763958
-8.61063585346827E+15	6.75455967520167E+15	-0.611913672115175	0.277248159940788	1.0112943304155	0.00876200913441875	0	0	0	0	6.13410861907582E+16	2.31380613784312E+16	-0.611913672115175	0.277248159940788	1.0112943304155	0.00876200913441875	0	0	0	0	-6.42123712283778E+19	1.69939698789691E+19	-0.611913672115175	0.277248159940788	1.0112943304155	0.00876200913441875	0	0	0	0	9.25313261926493E+43	3.17468494796813E+43	-0.611913672115175	0.277248159940788	1.0112943304155	0.00876200913441875	0	0	0	0	-2.91810715859971E+22	5.38323433073746E+22	-0.611913672115175	0.277248159940788	1.0112943304155	0.00876200913441875	0	0	0	0	7.14445303915542E+25	5.26151376699875E+24	-0.123111740197292	0.0150493634702066	1.00527657141482	0.0006460486988574	0	0	0	0	0.0120144822833358	0.030657015395585	0.00390906717157602	7	-808.964340618118	NaN	6.5970753210031	NaN	-0.0177489946395588	NaN	1.15816631599795E-05	NaN	2.05462502987012E-08	NaN	-2.51067622876305E-11	NaN	9.79585936180184E-06	0.000180132507559055	0	0.187989465943638	0.0555941186952602	0	1602.8626759847	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000476	31.8605537414551	117.117988586426	Meas	12	0	SAZ: 94.6531214012492 SZA: 108.3679642361 LAZ: 254.941977690092 LAZ: 56.5647957653667 Date: 2/13/2017 05:31:44 Lat.: 31.8605537414551 Lon.: 117.117988586426 TimeZoneOffset: 08:00:00	2017-02-13 05:31:44	2017-02-13 05:32:03	0	08:00:00	1.0542812994218676	0.00334087683773012	30.0528		02/13/2017 05:30:51	02/13/2017 05:31:11	90.3528		0.00309070603350267
5.047252867952E+16	1.37294930693002E+16	0.220559395027864	0.248488143163083	0.991552571383899	0.00779095800755348	0	0	0	0	-1.09975020455647E+17	4.85650432121754E+16	0.220559395027864	0.248488143163083	0.991552571383899	0.00779095800755348	0	0	0	0	6.1479001267834E+19	3.39269604825513E+19	0.220559395027864	0.248488143163083	0.991552571383899	0.00779095800755348	0	0	0	0	-1.70271342161289E+44	6.15430253868136E+43	0.220559395027864	0.248488143163083	0.991552571383899	0.00779095800755348	0	0	0	0	2.28738944872846E+23	1.09785849778193E+23	0.220559395027864	0.248488143163083	0.991552571383899	0.00779095800755348	0	0	0	0	-1.99407500672129E+26	1.02603076874372E+25	-0.0971342988561523	0.0111764616301638	1.00473066556586	0.000486190363453265	0	0	0	0	0.0222251947114268	0.0482199295155991	0.00778355418219118	9	1478.78753888604	560.460675738528	-11.9543727927727	5.99808497312155	0.0314916444289656	0.0269647834110444	-1.79810128056534E-05	6.44828983171818E-05	-4.22209121796475E-08	8.1429343886906E-08	4.84000506557809E-11	4.25383343024193E-11	2.57227370597448E-05	0.000244997894045594	0	0.273638419692637	0.071392659475337	0	1752.67861106179	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000478	31.8605499267578	117.123947143555	Meas	11	0	SAZ: 94.7695254922534 SZA: 108.172358905458 LAZ: 255.089914854367 LAZ: 56.7497738045707 Date: 2/13/2017 05:32:38 Lat.: 31.8605499267578 Lon.: 117.123947143555 TimeZoneOffset: 08:00:00	2017-02-13 05:32:38	2017-02-13 05:32:57	0	08:00:00	0.8497923215157708	0.005051760460371818	149.7528		02/13/2017 05:32:10	02/13/2017 05:32:31	90.3528		0.00509691182696142
5.60220857990308E+16	1.40513225893292E+16	0.0499487755261778	0.222069541840631	0.996773884382252	0.00745042361132247	0	0	0	0	-1.17570038054869E+17	4.97789317229601E+16	0.0499487755261778	0.222069541840631	0.996773884382252	0.00745042361132247	0	0	0	0	1.48138849453354E+20	3.47660885754198E+19	0.0499487755261778	0.222069541840631	0.996773884382252	0.00745042361132247	0	0	0	0	-1.45796647675782E+44	6.30467193814341E+43	0.0499487755261778	0.222069541840631	0.996773884382252	0.00745042361132247	0	0	0	0	6.47882469331909E+22	1.12419654458624E+23	0.0499487755261778	0.222069541840631	0.996773884382252	0.00745042361132247	0	0	0	0	-2.1726694633601E+26	1.04315806238615E+25	-0.0652244167458519	0.011102130009238	0.999572558828152	0.000492096160861701	0	0	0	0	0.0224656743760951	0.051573510064196	0.00794299605614388	8	2187.02182484112	NaN	-17.8864134713518	NaN	0.0482743762952891	NaN	-3.16835450479839E-05	NaN	-5.5932905769538E-08	NaN	6.86461117119326E-11	NaN	2.63891265773268E-05	0.000246319783371075	0	0.287570162104746	0.0743328630215156	0	1744.58035555753	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000479	31.8605461120605	117.124496459961	Meas	11	0	SAZ: 94.822278867383 SZA: 108.083681727505 LAZ: 255.156744516551 LAZ: 56.8336395095171 Date: 2/13/2017 05:33:03 Lat.: 31.8605461120605 Lon.: 117.124496459961 TimeZoneOffset: 08:00:00	2017-02-13 05:33:03	2017-02-13 05:33:23	0	08:00:00	0.8418975953336746	0.005083343168395994	149.7528		02/13/2017 05:32:10	02/13/2017 05:32:31	90.3528		0.0055253745249754
-7.3392373938172E+15	4.26570183478641E+15	-0.156696526197463	0.1545502521757	1.00046743413004	0.00488525426317153	0	0	0	0	6.62284483841526E+16	1.45572654376407E+16	-0.156696526197463	0.1545502521757	1.00046743413004	0.00488525426317153	0	0	0	0	-5.77034555973079E+18	1.04687526787522E+19	-0.156696526197463	0.1545502521757	1.00046743413004	0.00488525426317153	0	0	0	0	-7.46659753408124E+42	1.85947185772739E+43	-0.156696526197463	0.1545502521757	1.00046743413004	0.00488525426317153	0	0	0	0	-1.51916991591998E+22	3.37653366405717E+22	-0.156696526197463	0.1545502521757	1.00046743413004	0.00488525426317153	0	0	0	0	2.62811142067608E+25	3.25778705617547E+24	-0.102937401497851	0.0260291583223313	1.00085672869557	0.00122917533719271	0	0	0	0	0.00394116448040647	0.0175494390162996	0.00242545283504889	10	-44.7744363742826	185.793372951499	0.312105898934599	1.988677520485	-0.000552268521145434	0.00888397381096415	-6.28736264102616E-07	2.09847475995937E-05	2.73968099439688E-09	2.61286531329704E-08	-2.10424859817565E-12	1.34888770927853E-11	7.07211001422639E-06	0.000103169623125371	0	0.0854958988863805	0.0246130984666108	0	1447.88142613002	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000481	31.8605346679688	117.127807617188	Meas	14	0	SAZ: 94.9372518707537 SZA: 107.890364363227 LAZ: 255.302147188004 LAZ: 57.0166204794975 Date: 2/13/2017 05:33:57 Lat.: 31.8605346679688 Lon.: 117.127807617188 TimeZoneOffset: 08:00:00	2017-02-13 05:33:57	2017-02-13 05:34:17	0	08:00:00	1.0131248329019458	0.002676650400669709	30.0528		02/13/2017 05:33:30	02/13/2017 05:33:50	90.3528		0.000605804616127077
9.53841190757894E+15	4.11383696198468E+15	0.0853636876678019	0.139841923019687	0.995629684996449	0.00444118182098334	0	0	0	0	1.70389255699942E+16	1.42429650350585E+16	0.0853636876678019	0.139841923019687	0.995629684996449	0.00444118182098334	0	0	0	0	-1.50628020499332E+19	1.01300216789091E+19	0.0853636876678019	0.139841923019687	0.995629684996449	0.00444118182098334	0	0	0	0	1.75741697749198E+43	1.79484934231644E+43	0.0853636876678019	0.139841923019687	0.995629684996449	0.00444118182098334	0	0	0	0	-2.78633520850661E+22	3.24454017623163E+22	0.0853636876678019	0.139841923019687	0.995629684996449	0.00444118182098334	0	0	0	0	2.52074484427068E+25	3.16560101430502E+24	-0.118189285496321	0.0261883955303677	1.00542824050039	0.00112885011533592	0	0	0	0	0.00372126893446304	0.013918862754786	0.00234796314915506	18	-140.637835100568	248.462966222361	1.09396498359181	2.96837614164647	-0.00268733806076118	0.0145302952190308	9.52116846147454E-07	3.62111705688367E-05	4.7126320175481E-09	4.56415280394238E-08	-4.73601974928097E-12	2.31458607406171E-11	4.44600975517126E-06	0.000100250164231267	0	0.109841693161832	0.0319505883893689	0	1637.45514551799	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000482	31.8605403900146	117.12818145752	Meas	12	0	SAZ: 94.9940648845069 SZA: 107.79480356751 LAZ: 255.373794834119 LAZ: 57.1071052245393 Date: 2/13/2017 05:34:24 Lat.: 31.8605403900146 Lon.: 117.12818145752 TimeZoneOffset: 08:00:00	2017-02-13 05:34:24	2017-02-13 05:34:43	0	08:00:00	0.9985901108098602	0.0027415411158106112	30.0528		02/13/2017 05:33:30	02/13/2017 05:33:50	90.3528		0.00102084009842687
3.54545404191563E+16	1.2618464240896E+16	0.092871568448517	0.285801681523864	0.990677431582883	0.00832903682118174	0	0	0	0	-6.2497645191129E+16	4.39945996587046E+16	0.092871568448517	0.285801681523864	0.990677431582883	0.00832903682118174	0	0	0	0	3.78955140516684E+19	3.13561413080047E+19	0.092871568448517	0.285801681523864	0.990677431582883	0.00832903682118174	0	0	0	0	-1.09929294452857E+44	5.78066132511138E+43	0.092871568448517	0.285801681523864	0.990677431582883	0.00832903682118174	0	0	0	0	3.09376416644101E+23	1.02032550076944E+23	0.092871568448517	0.285801681523864	0.990677431582883	0.00832903682118174	0	0	0	0	-1.87037199221334E+26	9.5393256386994E+24	0.089255883345724	0.0108526904805286	0.995518385876388	0.000471326773282426	0	0	0	0	0.0195690550072469	0.0460549239192237	0.00717916407484872	14	1064.52676963031	1145.0922497652	-8.59361766131583	13.8415753859251	0.022669434584367	0.0675155863686936	-1.33575643233779E-05	0.000165742939216969	-2.90767713408047E-08	2.04343758802378E-07	3.36667021706362E-11	1.0103829727947E-10	2.08534691400181E-05	0.000229892334819028	0	0.25560048273003	0.0666202391753262	0	1887.31679049405	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000484	31.8605976104736	117.13111114502	Meas	11	0	SAZ: 95.1087312535585 SZA: 107.601865205235 LAZ: 255.518139248701 LAZ: 57.2899666698664 Date: 2/13/2017 05:35:18 Lat.: 31.8605976104736 Lon.: 117.13111114502 TimeZoneOffset: 08:00:00	2017-02-13 05:35:18	2017-02-13 05:35:39	0	08:00:00	0.8569047024149862	0.005073676784990926	149.7528		02/13/2017 05:34:50	02/13/2017 05:35:10	90.3528		0.00443825626777767
6.14053327437564E+16	1.48243319088468E+16	0.149245223461009	0.214408889026224	0.992079381695629	0.00679801246540197	0	0	0	0	-1.27431867551608E+17	5.24255199715289E+16	0.149245223461009	0.214408889026224	0.992079381695629	0.00679801246540197	0	0	0	0	5.07837776004952E+19	3.6603025507056E+19	0.149245223461009	0.214408889026224	0.992079381695629	0.00679801246540197	0	0	0	0	-1.6623389180078E+44	6.65638402681372E+43	0.149245223461009	0.214408889026224	0.992079381695629	0.00679801246540197	0	0	0	0	2.70968363165063E+23	1.18718970604307E+23	0.149245223461009	0.214408889026224	0.992079381695629	0.00679801246540197	0	0	0	0	-2.30722033302787E+26	1.10904660044601E+25	-0.0703394742285976	0.0113472213138885	0.99985457331642	0.000512246886214812	0	0	0	0	0.024742253373972	0.0543182521591273	0.00839144736377482	9	1414.85900064985	963.291711549067	-11.4035764156979	10.9316353323239	0.0298523862837887	0.0506051324330306	-1.63956168826644E-05	0.000119614254573958	-4.13635137004466E-08	1.44179822465092E-07	4.66850992223194E-11	7.06602240207497E-11	2.89645677701965E-05	0.000258499191465468	0	0.300745120538322	0.0768917271370808	0	1925.45127868652	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000485	31.8614826202393	117.135093688965	Meas	10	0	SAZ: 95.1670418771839 SZA: 107.503356352281 LAZ: 255.591262151367 LAZ: 57.383725213235 Date: 2/13/2017 05:35:45 Lat.: 31.8614826202393 Lon.: 117.135093688965 TimeZoneOffset: 08:00:00	2017-02-13 05:35:45	2017-02-13 05:36:04	0	08:00:00	0.8401102188080293	0.004777655846328199	149.7528		02/13/2017 05:34:50	02/13/2017 05:35:10	90.3528		0.00591233770212329
4.2116342870368E+16	1.25211081780879E+16	0.1835144771453	0.281569915124785	0.991742403889906	0.00848126593696772	0	0	0	0	-9.63234126168939E+16	4.39816013881012E+16	0.1835144771453	0.281569915124785	0.991742403889906	0.00848126593696772	0	0	0	0	5.39828658809839E+19	3.10935689036018E+19	0.1835144771453	0.281569915124785	0.991742403889906	0.00848126593696772	0	0	0	0	-1.06391061973687E+44	5.68835248786303E+43	0.1835144771453	0.281569915124785	0.991742403889906	0.00848126593696772	0	0	0	0	2.76548431137454E+23	1.00821411507875E+23	0.1835144771453	0.281569915124785	0.991742403889906	0.00848126593696772	0	0	0	0	-1.94136694631417E+26	9.68743380603583E+24	0.0756910976887145	0.0115307222568316	1.0000518584996	0.000510393255608018	0	0	0	0	0.0200999682596326	0.0423894908999554	0.00717834845433399	16	1122.72950041651	NaN	-9.01440377309579	NaN	0.0234232279655058	NaN	-1.22699429989172E-05	NaN	-3.37043338645415E-08	NaN	3.74152914951959E-11	NaN	2.65706284908837E-05	0.000232989983088642	0	0.257654041306506	0.068078100522989	0	1853.70514609597	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000487	31.8589954376221	117.140014648438	Meas	11	0	SAZ: 95.2813230096769 SZA: 107.312079915911 LAZ: 255.735119138597 LAZ: 57.5644256091224 Date: 2/13/2017 05:36:38 Lat.: 31.8589954376221 Lon.: 117.140014648438 TimeZoneOffset: 08:00:00	2017-02-13 05:36:38	2017-02-13 05:36:58	0	08:00:00	0.8816155193773162	0.003729475834657295	30.0528		02/13/2017 05:36:11	02/13/2017 05:36:30	90.3528		0.0046346277708182
5.73328885141187E+16	1.22702611411056E+16	0.343882035019828	0.202713467913682	0.991432627563932	0.00648709742829413	0	0	0	0	-1.30714643901142E+17	4.35890911810176E+16	0.343882035019828	0.202713467913682	0.991432627563932	0.00648709742829413	0	0	0	0	2.75655009351115E+19	3.04821317663682E+19	0.343882035019828	0.202713467913682	0.991432627563932	0.00648709742829413	0	0	0	0	-1.26673105344636E+44	5.40737775066256E+43	0.343882035019828	0.202713467913682	0.991432627563932	0.00648709742829413	0	0	0	0	2.66825665835014E+23	9.88252198566622E+22	0.343882035019828	0.202713467913682	0.991432627563932	0.00648709742829413	0	0	0	0	-1.9294625474942E+26	9.54057871450966E+24	0.0682498745261037	0.01094329257959	1.00040091525889	0.000472683428779503	0	0	0	0	0.019409694388046	0.0420071711674221	0.00701075997553134	18	899.509569397031	NaN	-7.15746952826487	NaN	0.0182511236330262	NaN	-8.36678448687369E-06	NaN	-2.87124651506703E-08	NaN	3.06186200058232E-11	NaN	2.59499414407304E-05	0.000228954357079427	0	0.245355627367348	0.0673775246357441	0	1908.24165344238	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000488	31.8577079772949	117.140441894531	Meas	10	0	SAZ: 95.3384736317086 SZA: 107.216403545828 LAZ: 255.806851852199 LAZ: 57.654810903226 Date: 2/13/2017 05:37:05 Lat.: 31.8577079772949 Lon.: 117.140441894531 TimeZoneOffset: 08:00:00	2017-02-13 05:37:05	2017-02-13 05:37:24	0	08:00:00	0.8900918584437938	0.004171056744370417	30.0528		02/13/2017 05:36:11	02/13/2017 05:36:30	90.3528		0.0045397308260403
9.10298890557848E+16	1.5258671472412E+16	0.0688650498655412	0.180165418390322	1.01030225235765	0.00643868469565797	0	0	0	0	-2.46286723299878E+17	5.48056250277127E+16	0.0688650498655412	0.180165418390322	1.01030225235765	0.00643868469565797	0	0	0	0	4.54692002217207E+19	3.87017697280134E+19	0.0688650498655412	0.180165418390322	1.01030225235765	0.00643868469565797	0	0	0	0	-1.03672601527159E+44	6.39036925403409E+43	0.0688650498655412	0.180165418390322	1.01030225235765	0.00643868469565797	0	0	0	0	2.6334267823141E+23	1.25790804882924E+23	0.0688650498655412	0.180165418390322	1.01030225235765	0.00643868469565797	0	0	0	0	-2.2821785288282E+26	1.17160293341187E+25	0.0993320397595333	0.0108079413586483	0.995356240569838	0.000469385947113771	0	0	0	0	0.0269375543641714	0.0619270035153417	0.00878023946455651	16	1737.34904671258	NaN	-14.978866740494	NaN	0.0456199371678756	NaN	-5.09373608867763E-05	NaN	-3.82043874331525E-09	NaN	3.05136769715996E-11	NaN	2.96051051008658E-05	0.000269723412729278	0	0.292951834004013	0.0779490240906076	0	1788.66160999645	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000490	31.8556995391846	117.145149230957	Meas	11	0	SAZ: 95.4523949927593 SZA: 107.025391001561 LAZ: 255.949523734139 LAZ: 57.8356367211567 Date: 2/13/2017 05:37:58 Lat.: 31.8556995391846 Lon.: 117.145149230957 TimeZoneOffset: 08:00:00	2017-02-13 05:37:58	2017-02-13 05:38:18	0	08:00:00	0.8398039933321542	0.004414807356226221	149.7528		02/13/2017 05:37:31	02/13/2017 05:37:51	90.3528		0.00607605035667812
7.57302820458279E+16	1.70127003372503E+16	0.0762152122338578	0.231597407054891	0.991832878365703	0.00729023454853681	0	0	0	0	-1.96387838808503E+17	5.99221651214287E+16	0.0762152122338578	0.231597407054891	0.991832878365703	0.00729023454853681	0	0	0	0	7.93957102418275E+19	4.27662802850968E+19	0.0762152122338578	0.231597407054891	0.991832878365703	0.00729023454853681	0	0	0	0	-1.78712053195007E+44	8.01994582214915E+43	0.0762152122338578	0.231597407054891	0.991832878365703	0.00729023454853681	0	0	0	0	3.74102150249088E+23	1.38458284497384E+23	0.0762152122338578	0.231597407054891	0.991832878365703	0.00729023454853681	0	0	0	0	-2.60112520896722E+26	1.27721109652784E+25	-0.0952641685396186	0.0106201553284969	1.00461193341849	0.000461937358399792	0	0	0	0	0.0306154268931681	0.0645958037516476	0.00978749882523876	15	1661.67712881714	834.057727932457	-13.5598380704417	9.01204330168849	0.0366166994143719	0.0401178798331873	-2.46848226531057E-05	9.29563191814979E-05	-4.01855222217582E-08	1.1237161429299E-07	4.99758273585321E-11	5.62672756467961E-11	3.83335566843509E-05	0.000287547584547788	0	0.327324598136751	0.0881331740557763	0	1768.17339116877	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000491	31.855712890625	117.147613525391	Meas	11	0	SAZ: 95.5080328092621 SZA: 106.93166176638 LAZ: 256.018828570184 LAZ: 57.9247563166932 Date: 2/13/2017 05:38:24 Lat.: 31.855712890625 Lon.: 117.147613525391 TimeZoneOffset: 08:00:00	2017-02-13 05:38:24	2017-02-13 05:38:43	0	08:00:00	0.8174769893593648	0.0054642188781906355	149.7528		02/13/2017 05:37:31	02/13/2017 05:37:51	90.3528		0.00776745636914576
1.14312476134178E+16	7.34888277094759E+15	0.676458675578718	0.255189888790057	0.98516339281593	0.00815087561915719	0	0	0	0	7.83013561871037E+15	2.56969695026617E+16	0.676458675578718	0.255189888790057	0.98516339281593	0.00815087561915719	0	0	0	0	-6.83170649014775E+19	1.8182307355234E+19	0.676458675578718	0.255189888790057	0.98516339281593	0.00815087561915719	0	0	0	0	1.12063261123481E+44	3.3039126114199E+43	0.676458675578718	0.255189888790057	0.98516339281593	0.00815087561915719	0	0	0	0	-2.3685110935519E+22	5.92210695832531E+22	0.676458675578718	0.255189888790057	0.98516339281593	0.00815087561915719	0	0	0	0	7.9518392621909E+25	5.98506443235106E+24	-0.133677590815162	0.013931371542943	1.00539301941409	0.000593053980157171	0	0	0	0	0.014156961441509	0.0259042474862313	0.00425654901618612	10	-1405.89346722435	481.826190012905	11.5441230427885	5.24053186755514	-0.0315003504587036	0.0231740589795579	2.20986142360353E-05	5.24696329937646E-05	3.31627552804165E-08	6.11435556747456E-08	-4.24641553597011E-11	2.93535986131831E-11	1.07025854801316E-05	0.000195535037344755	0	0.191726867544311	0.0565836016307637	0	700.339021353886	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000493	31.8556690216064	117.151092529297	Meas	29	0	SAZ: 95.6227495650615 SZA: 106.738399807764 LAZ: 256.161377452834 LAZ: 58.1085656215087 Date: 2/13/2017 05:39:18 Lat.: 31.8556690216064 Lon.: 117.151092529297 TimeZoneOffset: 08:00:00	2017-02-13 05:39:18	2017-02-13 05:39:38	0	08:00:00	1.0470004455179405	0.002428867475031975	30.0528		02/13/2017 05:38:50	02/13/2017 05:39:10	90.3528		0.00320170397350896
3.92808102417913E+15	5.39817019504162E+15	0.205751128643745	0.237614614610449	0.997452280933944	0.00749483285657524	0	0	0	0	2.39978820465009E+16	1.87336274825033E+16	0.205751128643745	0.237614614610449	0.997452280933944	0.00749483285657524	0	0	0	0	-4.1234167899203E+19	1.33074025710246E+19	0.205751128643745	0.237614614610449	0.997452280933944	0.00749483285657524	0	0	0	0	6.108162148832E+43	2.3367412680437E+43	0.205751128643745	0.237614614610449	0.997452280933944	0.00749483285657524	0	0	0	0	-1.08041200249286E+22	4.2832816166643E+22	0.205751128643745	0.237614614610449	0.997452280933944	0.00749483285657524	0	0	0	0	5.57126897436949E+25	4.39356537078212E+24	-0.0946452840876543	0.015131049222872	1.00021618757182	0.000653126363953773	0	0	0	0	0.00661286978737066	0.0210035519870719	0.00309341271699001	23	-617.162781886433	NaN	5.01703032030138	NaN	-0.0134335851622218	NaN	8.59780710224854E-06	NaN	1.58378934391777E-08	NaN	-1.91315323574916E-11	NaN	1.36986142054035E-05	0.000133639410006746	0	0.134983845886299	0.0389115593404313	0	1748.42817133123	D:\Car-MAX-DOAS\data\Setup7-2017-02-13\specMFC\Meas0000400\Meas0000494	31.8556537628174	117.153144836426	Meas	11	0	SAZ: 95.6781546321901 SZA: 106.645043055587 LAZ: 256.230083718704 LAZ: 58.1974182618657 Date: 2/13/2017 05:39:44 Lat.: 31.8556537628174 Lon.: 117.153144836426 TimeZoneOffset: 08:00:00	2017-02-13 05:39:44	2017-02-13 05:40:03	0	08:00:00	1.0047757907371213	0.0018153244262444285	30.0528		02/13/2017 05:38:50	02/13/2017 05:39:10	90.3528		0.0015141094503039
